scientific_name	rank
Hilbigneris	genus
Lycodes	genus
Peregriana	genus
Lyonsia	genus
Lysilla	genus
Macandrevia	genus
Macrochaeta	genus
Macrocypris	genus
Macrostylis	genus
Maera	genus
Malacobdella	genus
Malletia	genus
Pettibonesia	genus
Mantoniella	genus
Marshallora	genus
Marthasterias	genus
Mediomastus	genus
Meganyctiphanes	genus
Melanogrammus	genus
Melinnacheres	genus
Megamoera	genus
Melita	genus
Melobesia	genus
Melphidippa	genus
Melphidippella	genus
Membranoptera	genus
Meridion	genus
Merlangius	genus
Merluccius	genus
Merona	genus
Mesocyclops	genus
Mesopodopsis	genus
Mesoporos	genus
Mesothuria	genus
Metridium	genus
Meuniera	genus
Microchironomus	genus
Microclymene	genus
Microphthalmus	genus
Microprotopus	genus
Microstomus	genus
Micrura	genus
Mimachlamys	genus
Modiolula	genus
Molva	genus
Kroyera	genus
Deflexilodes	genus
Pacifoculodes	genus
Monoporeia	genus
Sosane	genus
Mullus	genus
Munidopsis	genus
Munnopsis	genus
Mycale	genus
Myrtea	genus
Mysia	genus
Mytilopsis	genus
Myxas	genus
Myxicola	genus
Myxine	genus
Natatolana	genus
Nebalia	genus
Nebrioporus	genus
Necora	genus
Neglectella	genus
Neocalyptrella	genus
Neogobius	genus
Neohela	genus
Neomenia	genus
Nephrochlamys	genus
Nephrops	genus
Nereiphylla	genus
Nerophis	genus
Neureclipsis	genus
Nicippe	genus
Nicolea	genus
Nipponnemertes	genus
Nothria	genus
Notomastus	genus
Nucella	genus
Nuphar	genus
Nyctiphanes	genus
Obtusella	genus
Odonthalia	genus
Odontocerum	genus
Paradiopatra	genus
Ophiaster	genus
Ophiocomina	genus
Ophiocten	genus
Ophiopholis	genus
Ophiothrix	genus
Orchestia	genus
Ostrea	genus
Ougia	genus
Oulimnius	genus
Oxypolella	genus
Oxyrrhis	genus
Oxyrrhynchium	genus
Pallaseopsis	genus
Palmaria	genus
Pandorina	genus
Pannus	genus
Panthalis	genus
Polititapes	genus
Paradulichia	genus
Paraedwardsia	genus
Paralia	genus
Parallelostrombidium	genus
Paramphilochoides	genus
Paramphinome	genus
Paramphitrite	genus
Paramuricea	genus
Paranaitis	genus
Parastichopus	genus
Paratendipes	genus
Themisto	genus
Pardalisca	genus
Pariambus	genus
Parougia	genus
Parvodinium	genus
Paulinella	genus
Pecten	genus
Lagis	genus
Pedicellaster	genus
Pelagostrobilidium	genus
Pelonaia	genus
Penilia	genus
Pennatula	genus
Perca	genus
Percursaria	genus
Perinereis	genus
Perioculodes	genus
Planosiphon	genus
Petaloproctus	genus
Petroneis	genus
Petta	genus
Monomorphina	genus
Phaeodactylum	genus
Lamispina	genus
Phialella	genus
Cyrillia	genus
Philocheras	genus
Phisidia	genus
Pusa	genus
Phoca	genus
Phocoena	genus
Pholis	genus
Phoxinus	genus
Phoxocephalus	genus
Phrynorhombus	genus
Phtisica	genus
Phycodrys	genus
Physa	genus
Pinnotheres	genus
Pisidia	genus
Pisione	genus
Placostegus	genus
Planctococcus	genus
Planktoniella	genus
Planktosphaeria	genus
Planorbarius	genus
Planorbis	genus
Plectrocnemia	genus
Pleurasiga	genus
Pleurogonium	genus
Pleuronectes	genus
Plocamium	genus
Plumaria	genus
Podolampas	genus
Poecilochaetus	genus
Polyides	genus
Polynoe	genus
Polyphemus	genus
Polyphysia	genus
Carradoriella	genus
Spirobranchus	genus
Porania	genus
Porphyropsis	genus
Potamilla	genus
Preperidinium	genus
Priapulus	genus
Primnoa	genus
Aurospio	genus
Proboscia	genus
Procerodes	genus
Proclea	genus
Prodiamesa	genus
Prorhynchus	genus
Prostheceraeus	genus
Protanthea	genus
Protoceratium	genus
Protodorvillea	genus
Protohalopteris	genus
Protomedeia	genus
Protomystides	genus
Archaeperidinium	genus
Protula	genus
Psammechinus	genus
Scophthalmus	genus
Monopseudocuma	genus
Pseudomicrura	genus
Pseudomystides	genus
Pseudopotamilla	genus
Pseudoprotella	genus
Pseudosolenia	genus
Psilaster	genus
Deltalsia	genus
Pterothamnion	genus
Ptilota	genus
Punctaria	genus
Pungitius	genus
Pyrocystis	genus
Pyura	genus
Quadricoccus	genus
Radiocystis	genus
Rangia	genus
Raniceps	genus
Reteporella	genus
Rhaphoneis	genus
Rhizocaulus	genus
Rhodinicola	genus
Rhodophyllis	genus
Rhopalodia	genus
Ripistes	genus
Roxania	genus
Rubrointrusa	genus
Rutilus	genus
Sagartia	genus
Sagina	genus
Sahlingia	genus
Samytha	genus
Rolandia	genus
Sargassum	genus
Sarmentypnum	genus
Saxicavella	genus
Scaphander	genus
Schistomysis	genus
Schizomavella	genus
Schmitzia	genus
Scina	genus
Sclerodinium	genus
Scrobicularia	genus
Securiflustra	genus
Semibalanus	genus
Serpula	genus
Sertularia	genus
Sialis	genus
Sideractis	genus
Centraloecetes	genus
Siphonoperla	genus
Slavina	genus
Solaster	genus
Solea	genus
Spatulodinium	genus
Spermatochnus	genus
Spermatozopsis	genus
Sphaceloderma	genus
Sphaerodoropsis	genus
Sphaerodoridium	genus
Sphaerosyllis	genus
Prosphaerosyllis	genus
Sphaerotrichia	genus
Sphondylothamnion	genus
Spinachia	genus
Spirontocaris	genus
Spirosperma	genus
Spondylosium	genus
Spongonema	genus
Sporochnus	genus
Squalus	genus
Stellarima	genus
Stenopleustes	genus
Stichastrella	genus
Stomphia	genus
Streptosyllis	genus
Striaria	genus
Striatella	genus
Strongylocentrotus	genus
Stryphnus	genus
Stylaria	genus
Stylatula	genus
Stylodrilus	genus
Callistephanus	genus
Symphodus	genus
Synoicum	genus
Taranis	genus
Taurulus	genus
Testudinalia	genus
Tenellia	genus
Tergipes	genus
Terebratulina	genus
Tetraëdriella	genus
Thelepus	genus
Thermocyclops	genus
Thorogobius	genus
Parathyasira	genus
Genaxinus	genus
Thyone	genus
Tima	genus
Tjaernoeia	genus
Boreochiton	genus
Trachinus	genus
Trachurus	genus
Travisia	genus
Trichobranchus	genus
Trigonium	genus
Trivia	genus
Trochochaeta	genus
Tryblionella	genus
Tryphosella	genus
Tryphosites	genus
Turritellinella	genus
Typhlomangelia	genus
Unciola	genus
Urothoe	genus
Verruca	genus
Vicicitus	genus
Wirenia	genus
Xanthidium	genus
Xantho	genus
Xenodice	genus
Zeugopterus	genus
Zygabikodinium	genus
Acrochaete	genus
Ansates	genus
Bacteriastrum	genus
Brongniartella	genus
Callophyllis	genus
Calycomonas	genus
Halipteris	genus
Limecola	genus
Paraphysomonas s.lat.	genus
Pterosiphonia	genus
Ralfsia	genus
Sarcodictyon	genus
Turritella	genus
Hinia	genus
