TaxonId	Svenskt namn	Vetenskapligt namn	Organismgrupp	Kategori	Observationer	Landskapstyp	Rödlistekategori	Rödlistekriterium
231358	fjällrufsfibbla	Hieracium opochloroides	kärlväxt	Art	6	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231359	trubbfibbla	Hieracium opochlorum	kärlväxt	Art	24	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
231179		Hieracium orarium	kärlväxt	Art	33	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231866	ängersjöfibbla	Hieracium orbicantiforme	kärlväxt	Art	26	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231867		Hieracium orbiculatum	kärlväxt	Art	7	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
266122	uppländsk klippfibbla	Hieracium oreades	kärlväxt	Art	76	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	EN	B2ab(i,ii,iii,iv,v); C2a(i)
231360	hårig smyckefibbla	Hieracium ornatiforme	kärlväxt	Art	88	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v)
231868		Hieracium ornatissimum	kärlväxt	Art	26	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231361	smyckefibbla	Hieracium ornatum	kärlväxt	Art	191	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v); C2a(i)
231362		Hieracium orphnocephalum	kärlväxt	Art	5	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231363	orsafibbla	Hieracium orsense	kärlväxt	Art	28	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
231364	rodnande fibbla	Hieracium orthocolon	kärlväxt	Art	47	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231871	osmundsfibbla	Hieracium osmundaceum	kärlväxt	Art	78	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
231872		Hieracium otophorum	kärlväxt	Art	73	Urban miljö (U) - Stor betydelse	NT	B2a
266135	ängelsbergsfibbla	Hieracium oxymorphum	kärlväxt	Art	10	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	DD	
231874	grovstjälkig fibbla	Hieracium pachycalamum	kärlväxt	Art	12	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	B1ab(ii,iii,iv,v)
231875	knubbfibbla	Hieracium pachycranum	kärlväxt	Art	4	Urban miljö (U) - Stor betydelse	DD	
231365	ljus klibbfibbla	Hieracium paeminosum	kärlväxt	Art	63	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231878		Hieracium papillosum	kärlväxt	Art	5	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231366	aspelandsfibbla	Hieracium paralium	kärlväxt	Art	160	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2a
231879		Hieracium parallelisquameum	kärlväxt	Art	30	Urban miljö (U) - Stor betydelse	NT	B2a; D1
231880	dysterfibbla	Hieracium paramaurum	kärlväxt	Art	94	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v)
231881	sköldfibbla	Hieracium parmiferum	kärlväxt	Art	11	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231882	mörkhövdad fibbla	Hieracium parmulatum	kärlväxt	Art	38	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
231883		Hieracium parvulifrons	kärlväxt	Art	27	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
231885		Hieracium paucidentatum	kärlväxt	Art	15	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231367		Hieracium paurophyllum	kärlväxt	Art	12	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231886	kamfibbla	Hieracium pectinatum	kärlväxt	Art	86	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
231888	mörk slokfibbla	Hieracium penduliforme	kärlväxt	Art	50	Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
231889		Hieracium penduloides	kärlväxt	Art	6	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231891		Hieracium peracutum	kärlväxt	Art	30	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231893	snibbfibbla	Hieracium percrenatum	kärlväxt	Art	37	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231894	smalfibbla	Hieracium perelegans	kärlväxt	Art	19	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
231895		Hieracium perexpansum	kärlväxt	Art	19	Urban miljö (U) - Stor betydelse	VU	D1
231896	grovtandad fibbla	Hieracium perlaxum	kärlväxt	Art	128	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v)
231898		Hieracium pertenuatum	kärlväxt	Art	8	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231369		Hieracium pertinacifolium	kärlväxt	Art	1	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231370	liten klapperfibbla	Hieracium pexum	kärlväxt	Art	72	Skog (S) - Stor betydelse	VU	D1
231371	vippfibbla	Hieracium phaedrophyllum	kärlväxt	Art	71	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231899	spetsfjällig trollfibbla	Hieracium phaeocomoides	kärlväxt	Art	22	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231372		Hieracium phaeodermum	kärlväxt	Art	15	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
231373	hög klibbfibbla	Hieracium phaeopsis	kärlväxt	Art	12	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	D
231903		Hieracium phalarograptum	kärlväxt	Art	20	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231904	limbergsfibbla	Hieracium phaleratum	kärlväxt	Art	50	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	B1ab(ii,iii,iv,v); C2a(i)
231374	hårfibbla	Hieracium phaliotrichum	kärlväxt	Art	27	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231905	fiolfibbla	Hieracium philanthracinum	kärlväxt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231375	vingfibbla	Hieracium pholidotum	kärlväxt	Art	28	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231376	hetserydsfibbla	Hieracium phrygionium	kärlväxt	Art	15	Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
231908	kulfibbla	Hieracium pilulicuspis	kärlväxt	Art	9	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231909		Hieracium placerum	kärlväxt	Art	56	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231910	möfibbla	Hieracium placibile	kärlväxt	Art	7	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231911	arfibbla	Hieracium planifrons	kärlväxt	Art	2	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); D
231913		Hieracium platyanthelum	kärlväxt	Art	4	Urban miljö (U) - Stor betydelse	VU	D1
231914	mjösjöfibbla	Hieracium platybasis	kärlväxt	Art	8	Urban miljö (U) - Stor betydelse	DD	
231915	horrmundsfibbla	Hieracium platygastor	kärlväxt	Art	23	Urban miljö (U) - Stor betydelse	DD	
231916	hoforsfibbla	Hieracium platylonchum	kärlväxt	Art	10	Urban miljö (U) - Stor betydelse	DD	
231917	plattfibbla	Hieracium platysemum	kärlväxt	Art	7	Urban miljö (U) - Stor betydelse	DD	
231918		Hieracium plicatifrons	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231919		Hieracium plumbeolum	kärlväxt	Art	6	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231920	gunnarsnäsfibbla	Hieracium plumuligerum	kärlväxt	Art	12	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); D
231380		Hieracium poecilodermum	kärlväxt	Art	52	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231921		Hieracium poliosteleum	kärlväxt	Art	15	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
231381		Hieracium poliotrachelum	kärlväxt	Art	8	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231922	bågfibbla	Hieracium polycampylum	kärlväxt	Art	44	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231923		Hieracium polycritum	kärlväxt	Art	7	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	D1
231924	krusfibbla	Hieracium polycymum	kärlväxt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231925		Hieracium polyglochin	kärlväxt	Art	6	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231927		Hieracium polyleucum	kärlväxt	Art	5	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231928	närkefibbla	Hieracium polypelium	kärlväxt	Art	13	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i); D
231382	slitsfibbla	Hieracium polyschistomorphum	kärlväxt	Art	21	Skog (S) - Stor betydelse	CR	B2ab(ii,iii,iv,v)
231383		Hieracium polystilbum	kärlväxt	Art	27	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B1a+2a
231929		Hieracium porphyritifrons	kärlväxt	Art	49	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
231930		Hieracium porphyrostictum	kärlväxt	Art	12	Urban miljö (U) - Stor betydelse	VU	D1
266118	furstefibbla	Hieracium praecellans	kärlväxt	Art	34	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	D1
231931		Hieracium praecinereum	kärlväxt	Art	23	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
267056		Hieracium praefarinosum	kärlväxt	Art	1	Jordbrukslandskap (J) - Stor betydelse	DD	
231386	korthårig fibbla	Hieracium praepilulatum	kärlväxt	Art	106	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); C2a(i)
231933	nystfibbla	Hieracium praetusum	kärlväxt	Art	18	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231387	silkesfibbla	Hieracium praeviride	kärlväxt	Art	33	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231935		Hieracium prasinescens	kärlväxt	Art	32	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231936		Hieracium prasinochroum	kärlväxt	Art	22	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
267057		Hieracium prasiophyllum	kärlväxt	Art	22	Jordbrukslandskap (J) - Stor betydelse	DD	
251811	uppsalafibbla	Hieracium praviforme	kärlväxt	Art	25	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1
231937	buckelfibbla	Hieracium pravifrons	kärlväxt	Art	56	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231390	väskindefibbla	Hieracium prolatatum	kärlväxt	Art	23	Skog (S) - Stor betydelse	EN	D
231391	oskarshamnsfibbla	Hieracium prolatescens	kärlväxt	Art	38	Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231392	värmdöfibbla	Hieracium prolinguatum	kärlväxt	Art	26	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	D
231940	hårig klenfibbla	Hieracium propinquum	kärlväxt	Art	0	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231941		Hieracium protractifolium	kärlväxt	Art	96	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231942		Hieracium protractifrons	kärlväxt	Art	39	Urban miljö (U) - Stor betydelse	EN	D
231943		Hieracium proversiforme	kärlväxt	Art	9	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231944	vimpelfibbla	Hieracium proversum	kärlväxt	Art	38	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1
231948	norsk spädfibbla	Hieracium pseudodiminuens	kärlväxt	Art	34	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231949		Hieracium pseudogaeutaënse	kärlväxt	Art	27	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231950	gunnarfibbla	Hieracium pseudoincrassans	kärlväxt	Art	80	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
231951	indalsfibbla	Hieracium pseudolaeticeps	kärlväxt	Art	30	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1
266133	getfibbla	Hieracium pseudonosmoides	kärlväxt	Art	0	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	D
231952		Hieracium pseudopachyodon	kärlväxt	Art	40	Urban miljö (U) - Stor betydelse	NT	B2a; D1
231394	hög rufsfibbla	Hieracium pseudoplicatum	kärlväxt	Art	20	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231953		Hieracium pseudoringselense	kärlväxt	Art	6	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	D1
231954	gulstiftig krattfibbla	Hieracium pseudoscioides	kärlväxt	Art	135	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231955		Hieracium pseudostenolepis	kärlväxt	Art	26	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
231395	blå stenfibbla	Hieracium psilodorum	kärlväxt	Art	15	Urban miljö (U) - Stor betydelse	DD	
231956		Hieracium psiloloma	kärlväxt	Art	3	Urban miljö (U) - Stor betydelse	CR	D
231957		Hieracium psilurum	kärlväxt	Art	83	Urban miljö (U) - Stor betydelse	NT	B2a
231958		Hieracium psittacinum	kärlväxt	Art	33	Urban miljö (U) - Stor betydelse	CR	D
231959	stegfibbla	Hieracium pteropodium	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D
231961		Hieracium ptilophorum	kärlväxt	Art	12	Urban miljö (U) - Stor betydelse	VU	D1
231396	huskvarnafibbla	Hieracium pubicuspis	kärlväxt	Art	142	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v)
231962		Hieracium pulchriceps	kärlväxt	Art	14	Urban miljö (U) - Stor betydelse	VU	D1
231475		Hieracium pulveraceum	kärlväxt	Art	5	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231964		Hieracium pulvericeps	kärlväxt	Art	42	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231965		Hieracium pulvimarginatum	kärlväxt	Art	11	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231397	gutefibbla	Hieracium pumicatifolium	kärlväxt	Art	43	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231966	stödefibbla	Hieracium puricolor	kärlväxt	Art	44	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D
231967		Hieracium pusilliceps	kärlväxt	Art	11	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231968	sydlig trollfibbla	Hieracium pycnodon	kärlväxt	Art	154	Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v)
231969	nätfibbla	Hieracium pycnotomum	kärlväxt	Art	13	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	C2a(i)
231970		Hieracium quadridentatum	kärlväxt	Art	12	Urban miljö (U) - Stor betydelse	EN	D
231971		Hieracium radiiflorum	kärlväxt	Art	13	Urban miljö (U) - Stor betydelse	EN	D
231972	stråltandad fibbla	Hieracium radiodens	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231973		Hieracium radiopes	kärlväxt	Art	15	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231974		Hieracium ramselense	kärlväxt	Art	32	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
267043		Hieracium ravidum var. pectinellum	kärlväxt	Varietet	0	Jordbrukslandskap (J) - Stor betydelse	DD	
231401	tennfibbla	Hieracium ravusculum	kärlväxt	Art	169	Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v)
231975	drottningfibbla	Hieracium regillatiforme	kärlväxt	Art	3	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231976	kungsfibbla	Hieracium regillatum	kärlväxt	Art	21	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i); D
231977	hårig granfibbla	Hieracium remanens	kärlväxt	Art	127	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231978	mörkaklevsfibbla	Hieracium remanentiforme	kärlväxt	Art	0	Urban miljö (U) - Stor betydelse	EN	D
231405		Hieracium retrorsum	kärlväxt	Art	7	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231406		Hieracium retusulum	kärlväxt	Art	7	Urban miljö (U) - Stor betydelse	VU	D1
231407	rombfibbla	Hieracium rhomboides	kärlväxt	Art	43	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
231981		Hieracium ringselense	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	D1
231982	ringsellefibbla	Hieracium ringsellei	kärlväxt	Art	30	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
266136	ostkustfibbla	Hieracium rufescens	kärlväxt	Art	138	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	NT	B2a
231985	tjurfibbla	Hieracium ruminosiforme	kärlväxt	Art	46	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1
231986	tuggfibbla	Hieracium ruminosum	kärlväxt	Art	28	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231988	rivfibbla	Hieracium sarissatum	kärlväxt	Art	34	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
231408	porfyrfibbla	Hieracium saurotoides	kärlväxt	Art	22	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	C2a(i)
231409	ödlefibbla	Hieracium saurotum	kärlväxt	Art	17	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
266126	flikig klippfibbla	Hieracium saxifragum	kärlväxt	Art	335	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	NT	B2ab(ii,iii,iv,v)
231992		Hieracium scotocephalum	kärlväxt	Art	75	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231413	mörkfibbla	Hieracium scotocranum	kärlväxt	Art	48	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1
231994		Hieracium scotostylum	kärlväxt	Art	7	Urban miljö (U) - Stor betydelse	RE	
231414	skytfibbla	Hieracium scytophyllum	kärlväxt	Art	94	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
231995	bräckefibbla	Hieracium semicanipes	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse	CR	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231416		Hieracium semiornatum	kärlväxt	Art	25	Urban miljö (U) - Stor betydelse	EN	D
231996		Hieracium semipendulum	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231997		Hieracium semistellatifrons	kärlväxt	Art	18	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
231417	värmländsk violfibbla	Hieracium separ	kärlväxt	Art	59	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
231998		Hieracium seriflorum	kärlväxt	Art	25	Urban miljö (U) - Stor betydelse	VU	D1
231999	timmersågsfibbla	Hieracium serratoellipticum	kärlväxt	Art	7	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
232001		Hieracium silboënse	kärlväxt	Art	10	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	D1
232002	blek hällfibbla	Hieracium siliginellum	kärlväxt	Art	63	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
232003		Hieracium siliginosum	kärlväxt	Art	7	Urban miljö (U) - Stor betydelse	VU	D1
232004	dalafibbla	Hieracium siljense	kärlväxt	Art	154	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v)
231418	sillrefibbla	Hieracium sillrense	kärlväxt	Art	6	Urban miljö (U) - Stor betydelse	DD	
232005	siltefibbla	Hieracium siltense	kärlväxt	Art	10	Urban miljö (U) - Stor betydelse	DD	
232007		Hieracium skytteanum	kärlväxt	Art	42	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
232008	gästrikefibbla	Hieracium solanum	kärlväxt	Art	21	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
232009	däldfibbla	Hieracium soleifolium	kärlväxt	Art	130	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v)
232010		Hieracium spaniotrichum	kärlväxt	Art	4	Urban miljö (U) - Stor betydelse	CR	D
232011		Hieracium spanocomum	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	VU	D1
232012	nordlig sågfibbla	Hieracium spargens	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D
232013	spretfibbla	Hieracium sparsidens	kärlväxt	Art	507	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv,v)
232014		Hieracium sparsidentiforme	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	D1
232015		Hieracium sparsifloccum	kärlväxt	Art	11	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
232016		Hieracium sparsiguttatum	kärlväxt	Art	27	Urban miljö (U) - Stor betydelse	VU	D1
232017	spegelfibbla	Hieracium speculare	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	D
232018	fåglarpsfibbla	Hieracium speirodon	kärlväxt	Art	0	Urban miljö (U) - Stor betydelse	DD	
232019		Hieracium sphenoides	kärlväxt	Art	23	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
232020	sandnäsfibbla	Hieracium sphenophyllum	kärlväxt	Art	5	Urban miljö (U) - Stor betydelse	DD	
232021		Hieracium spodiocladum	kärlväxt	Art	28	Urban miljö (U) - Stor betydelse	EN	D
232022		Hieracium spodiolepis	kärlväxt	Art	6	Urban miljö (U) - Stor betydelse	EN	D
231421	ydrefibbla	Hieracium spodoleucum	kärlväxt	Art	66	Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v); D1
231422		Hieracium staticoides	kärlväxt	Art	12	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
232023	grängesbergsfibbla	Hieracium steenhoffii	kärlväxt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	CR	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)
6033371	älvfibbla	Hieracium stellans	kärlväxt	Art	0	Jordbrukslandskap (J) - Stor betydelse	DD	
232025	liten skuggfibbla	Hieracium steloides	kärlväxt	Art	37	Urban miljö (U) - Stor betydelse	DD	
231423	grovtandad glandelfibbla	Hieracium stenocoloides	kärlväxt	Art	16	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	D
231424	myckelbergsfibbla	Hieracium stenocolum	kärlväxt	Art	5	Urban miljö (U) - Stor betydelse	DD	
232026		Hieracium stenocranoides	kärlväxt	Art	112	Urban miljö (U) - Stor betydelse	NT	B2a
