TaxonId	Svenskt namn	Vetenskapligt namn	Organismgrupp	Kategori	Observationer	Landskapstyp	Rödlistekategori	Rödlistekriterium
249012		Abia candens	stekel, insekt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	DD	
249014		Abia lonicerae	stekel, insekt	Art	4	Skog (S) - Stor betydelse	DD	
261452		Abia nitens	stekel, insekt	Art	0	Jordbrukslandskap (J) - Stor betydelse	DD	
249011	väddstekel	Abia sericea	stekel, insekt	Art	14	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse	NT	B2ab(iii)
100149	mulmstumpbagge	Abraeus granulum	skalbaggar, insekt	Art	139	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	B2ab(iii)
100150	knappstumpbagge	Abraeus parvulus	skalbaggar, insekt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	EN	B2ab(iii)
2	blek kryptolav	Absconditella delutula	svamp, lav	Art	23	Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse	VU	D1
100152	kamelgrenvivel	Acalles camelus	skalbaggar, insekt	Art	84	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	B2ab(iii)
213487	kustgrenvivel	Acalles misellus	skalbaggar, insekt	Art	94	Skog (S) - Stor betydelse	NT	B2a
100330	alvardyngbagge	Acanthobodilus immundus	skalbaggar, insekt	Art	4	Jordbrukslandskap (J) - Stor betydelse	CR	B1ab(iii,iv)c(iv)+2ab(iii,iv)c(iv)
102916		Acanthochitona crinita	blötdjur	Art	6	Marin miljö (M) - Stor betydelse	NT	D2
100155	mindre timmerman	Acanthocinus griseus	skalbaggar, insekt	Art	310	Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse	NT	B2ab(iii)
243657		Acanthocnema latipennis	tvåvinge, insekt	Art	0	Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse	DD	
1960	grenskålskinn	Acanthophysium fennicum	svamp	Art	0	Skog (S) - Stor betydelse	RE	
3	träspricklav	Acarospora anomala	svamp, lav	Art	73	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	D
1765	gyttrad kalkspricklav	Acarospora cervina	svamp, lav	Art	143	Jordbrukslandskap (J) - Stor betydelse	VU	D1
218621	nacktofsspindel	Acartauchenius scurrilis	palpkäke	Art	22	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2ab(iii)
100156	trolldruvelobmätare	Acasis appensata	fjäril, insekt	Art	18	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse	VU	B2ab(iii)
2192	pygmémossa	Acaulon muticum	mossa	Art	229	Jordbrukslandskap (J) - Stor betydelse	VU	B2ab(iii,v)
100001	duvhök	Accipiter gentilis	fågel	Art	224901	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	NT	A2bc
5	naverlönn	Acer campestre	kärlväxt	Art	2237	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	CR	D
102924	nordisk igelkottsspinnare	Acerbia alpina	fjäril, insekt	Art	13	Fjäll (F) - Stor betydelse	EN	B1ab(iii,v)+2ab(iii,v)
100157	sydlig gräsängsskinnbagge	Acetropis gimmerthalii	halvvinge, insekt	Art	10	Jordbrukslandskap (J) - Stor betydelse	VU	B1ab(ii,iii)+2ab(ii,iii)
250187		Achalcus bimaculatus	tvåvinge, insekt	Art	1	Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	NT	B1ab(ii,iii)+2ab(ii,iii)
100158		Achenium humile	skalbaggar, insekt	Art	44	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B2ab(iii)
234580		Achorotile longicornis	halvvinge, insekt	Art	0	Jordbrukslandskap (J) - Stor betydelse	DD	
100002	atlantisk stör	Acipenser oxyrinchus	fisk	Art	4	Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse	RE	
214906	odonvårvecklare	Acleris fimbriana	fjäril, insekt	Art	4	Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse	DD	
250432	almvårvecklare	Acleris kochiella	fjäril, insekt	Art	7	Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse	VU	A3ce
100160	mindre aspvårvecklare	Acleris obtusana	fjäril, insekt	Art	28	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(iii)
100161	nyponhöstvecklare	Acleris permutana	fjäril, insekt	Art	31	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(i,ii,iii,iv,v)
100162	brun ekvårvecklare	Acleris quercinana	fjäril, insekt	Art	5	Skog (S) - Stor betydelse	EN	B1ab(ii,iii,v)c(iv)+2ab(ii,iii,v)c(iv)
102360	större aspvårvecklare	Acleris roscidana	fjäril, insekt	Art	212	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(iii)
102361	olvonvårvecklare	Acleris schalleriana	fjäril, insekt	Art	35	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(ii,iii,iv)
100163	gropig betbagge	Aclypea undata	skalbaggar, insekt	Art	23	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	RE	
100164	kantad kulhalsbock	Acmaeops marginatus	skalbaggar, insekt	Art	118	Skog (S) - Stor betydelse	EN	B2ab(iii)c(iv)
100165	korthårig kulhalsbock	Acmaeops septentrionis	skalbaggar, insekt	Art	530	Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse	NT	A2c+3c
100166	grön kulhalsbock	Acmaeops smaragdulus	skalbaggar, insekt	Art	66	Skog (S) - Stor betydelse	RE	
498	liten sotlav	Acolium karelicum	svamp, lav	Art	1045	Skog (S) - Stor betydelse	VU	A2bc+3bc+4bc
501	parasitsotlav	Acolium sessile	svamp, lav	Art	422	Jordbrukslandskap (J) - Stor betydelse	VU	D1
102362	strandveronikemal	Acompsia subpunctella	fjäril, insekt	Art	6	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(iii)
6	äkta stormhatt	Aconitum napellus	kärlväxt	Art	406	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	CR	D
100892	åkervindefly	Acontia trabealis	fjäril, insekt	Art	389	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse	VU	B2ab(iii)
102363	töckenfly	Acosmetia caliginosa	fjäril, insekt	Art	0	Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse	RE	
101166	mindre träfjäril	Acossus terebra	fjäril, insekt	Art	316	Skog (S) - Stor betydelse	NT	B2ab(ii,iii,v)
100180	droppstumpbagge	Acritus minutus	skalbaggar, insekt	Art	6	Skog (S) - Stor betydelse	RE	
100167	grått ekbladsmott	Acrobasis sodalella	fjäril, insekt	Art	82	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(iii)
102364	bergeksbladmott	Acrobasis tumidana	fjäril, insekt	Art	68	Skog (S) - Stor betydelse	NT	D2
100003	trastsångare	Acrocephalus arundinaceus	fågel	Art	30857	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse	NT°	D1
103077	busksångare	Acrocephalus dumetorum	fågel	Art	6163	Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	NT°	D1
103006	rörsångare	Acrocephalus scirpaceus	fågel	Art	490571	Våtmark (V) - Stor betydelse	NT	A2b
251461	kedjepyssling	Acrochaetium catenulatum	alg	Art	2	Marin miljö (M) - Stor betydelse	DD	
232510	slokepyssling	Acrochaetium cytophagum	alg	Art	6	Marin miljö (M) - Stor betydelse	DD	
251460	slemsnärjepyssling	Acrochaetium dumontiae	alg	Art	2	Marin miljö (M) - Stor betydelse	DD	
232515	blygpyssling	Acrochaetium immersum	alg	Art	9	Marin miljö (M) - Stor betydelse	DD	
232526	vårttrasselpyssling	Acrochaetium stilophorae	alg	Art	1	Marin miljö (M) - Stor betydelse	DD	
217697	strävbukig trådormstjärna	Acrocnida brachiata	tagghuding	Art	2	Marin miljö (M) - Stor betydelse	DD	
214214	ramslöksmal	Acrolepiopsis betulella	fjäril, insekt	Art	0	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	DD	
104371		Acrolocha minuta	skalbaggar, insekt	Art	9	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	DD	
100173	treuddsaftonfly	Acronicta tridens	fjäril, insekt	Art	69	Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(iii,v)c(ii,iii,iv)
250191		Acropsilus niger	tvåvinge, insekt	Art	0	Våtmark (V) - Stor betydelse	DD	
102089	baltisk sandstilettfluga	Acrosathe baltica	tvåvinge, insekt	Art	10	Havsstrand (H) - Stor betydelse	EN	B1ab(ii,iii)c(iv)+2ab(ii,iii)c(iv)
100332	likgul dyngbagge	Acrossus luridus	skalbaggar, insekt	Art	200	Jordbrukslandskap (J) - Stor betydelse	NT	B2ab(iii)c(iv)
232648	långgrening	Acrothrix gracilis	alg, kromist	Art	12	Marin miljö (M) - Stor betydelse	VU	B1ab(i,ii,iii,iv,v)c(ii,iii,iv)
8	röd trolldruva	Actaea erythrocarpa	kärlväxt	Art	728	Skog (S) - Stor betydelse	NT	B2ab(ii,iii,v)
102150		Actidium coarctatum	skalbaggar, insekt	Art	2	Havsstrand (H) - Stor betydelse	RE	
241090		Actinoptera discoidea	tvåvinge, insekt	Art	18	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B1b(iii)+2b(iii)
102151		Actinopteryx fucicola	skalbaggar, insekt	Art	1	Havsstrand (H) - Stor betydelse	RE	
217861	broskanemon	Actinostola callosa	nässeldjur	Art	40	Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse	VU	D2
102961	drillsnäppa	Actitis hypoleucos	fågel	Art	282292	Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse	NT	A2bce
100176		Acylophorus glaberrimus	skalbaggar, insekt	Art	11	Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B1ab(iii,iv)+2ab(iii,iv)
218171	storbubblig sköldnuding	Adalaria loveni	blötdjur	Art	1	Marin miljö (M) - Stor betydelse	DD	
218172	äggbubblig sköldnuding	Adalaria proxima	blötdjur	Art	4	Marin miljö (M) - Stor betydelse	DD	
102152	aspögonbagge	Aderus populneus	skalbaggar, insekt	Art	339	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii)
102794		Admete viridula	blötdjur	Art	4	Marin miljö (M) - Stor betydelse	EN	B1ab(iii)+2ab(iii)
9	våradonis	Adonis vernalis	kärlväxt	Art	2100	Jordbrukslandskap (J) - Stor betydelse	NT	B2a
222776	desmeknopp	Adoxa moschatellina	kärlväxt	Art	8275	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	A2bc+4abc
102366	ängsmetallvinge	Adscita statices	fjäril, insekt	Art	7573	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse	NT	A2c
218122	ögonfläckig stumpnuding	Aegires punctilucens	blötdjur	Art	3	Marin miljö (M) - Stor betydelse	VU	D1
100179	dvärgstumpbagge	Aeletes atomarius	skalbaggar, insekt	Art	62	Skog (S) - Stor betydelse	NT	B2ab(iii)
100181	större spetsnäsa	Aelia rostrata	halvvinge, insekt	Art	1	Jordbrukslandskap (J) - Stor betydelse	CR	B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
6028459	y-tecknad snigelkott	Aeolidia filomenae	blötdjur	Art	2	Marin miljö (M) - Stor betydelse	DD	
100183	tidvattenslöpare	Aepus marinus	skalbaggar, insekt	Art	21	Havsstrand (H) - Stor betydelse	NT	B2ab(iii)
100184	brunoxe	Aesalus scarabaeoides	skalbaggar, insekt	Art	80	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(iii)
100185	odörtsblomvecklare	Aethes beatricella	fjäril, insekt	Art	16	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	VU	B2ac(iv)
214849	strandkvanneblomvecklare	Aethes dilucidana	fjäril, insekt	Art	25	Havsstrand (H) - Stor betydelse	VU	B1ab(iii)+2ab(iii)
102367	strätteblomvecklare	Aethes fennicana	fjäril, insekt	Art	11	Havsstrand (H) - Stor betydelse	NT	B2a
102368	rutig korgblomvecklare	Aethes tesserana	fjäril, insekt	Art	5	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	CR	B2ab(iii,v)
100187		Agabus clypealis	skalbaggar, insekt	Art	43	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse	VU	B1ab(iii)c(iv)+2ab(iii)c(iv)
206299		Agapetus fuscipes	nattslända, insekt	Art	55	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(iii)
100191		Agaricochara latissima	skalbaggar, insekt	Art	38	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	B2ab(iii,iv)
100192		Agaricophagus cephalotes	skalbaggar, insekt	Art	28	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	B2ab(iii)
2919	kopparchampinjon	Agaricus cupreobrunneus	svamp	Art	54	Jordbrukslandskap (J) - Stor betydelse	NT	D1
239075	dynchampinjon	Agaricus devoniensis	svamp	Art	10	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	DD	
2927	ullfotschampinjon	Agaricus lanipes	svamp	Art	28	Skog (S) - Stor betydelse	NT	B2b(iii); C2a(i)
2942	spetsfotad champinjon	Agaricus litoralis	svamp	Art	178	Jordbrukslandskap (J) - Stor betydelse	NT	A2c+3c+4c
239064	pärlchampinjon	Agaricus moelleri	svamp	Art	81	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	DD	
2932	brunfjällig karbolchampinjon	Agaricus phaeolepidotus	svamp	Art	10	Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse	DD	
100193	suturfläckad mycelbagge	Agathidium discoideum	skalbaggar, insekt	Art	175	Skog (S) - Stor betydelse	VU	B2ab(iii,iv)
100194		Agathidium haemorrhoum	skalbaggar, insekt	Art	40	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	NT	B2b(iii)
100196		Agathidium pallidum	skalbaggar, insekt	Art	104	Skog (S) - Stor betydelse	VU	B2ab(iii,iv)
100198		Agathidium plagiatum	skalbaggar, insekt	Art	31	Skog (S) - Stor betydelse	VU	B2ab(iii)
100199	brokig aspmycelbagge	Agathidium pulchellum	skalbaggar, insekt	Art	39	Skog (S) - Stor betydelse	EN	B2ab(iii,iv)
240274		Agathomyia zetterstedti	tvåvinge, insekt	Art	1	Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse	NT	B2ab(i,iv)
100200	rödpannad vägstekel	Agenioideus ciliatus	stekel, insekt	Art	11	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse	EN	B1ab(ii,iii)+2ab(ii,iii)
100201	murvägstekel	Agenioideus sericeus	stekel, insekt	Art	39	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse	NT°	
100837	kilbi	Aglaoapis tridentata	stekel, insekt	Art	116	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B2a
227022	rektangelkrokgäling	Aglaophamus malmgreni	mask	Art	11	Marin miljö (M) - Stor betydelse	DD	
100202		Aglenus brunneus	skalbaggar, insekt	Art	11	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(iii)
102370	tallsvampmal	Agnathosia sandoeensis	fjäril, insekt	Art	11	Skog (S) - Stor betydelse	EN	B1ac(iv)+2ac(iv)
102486	bokskogstubmal	Agnoea subochreella	fjäril, insekt	Art	13	Skog (S) - Stor betydelse	NT	B1a+2a
1766	slät fjällav	Agonimia allobata	svamp, lav	Art	380	Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	A2bc+3bc+4bc
214254	odörtsplattmal	Agonopterix alstromeriana	fjäril, insekt	Art	172	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2ab(iii)
100203	sårläkeplattmal	Agonopterix astrantiae	fjäril, insekt	Art	44	Skog (S) - Stor betydelse	NT	B2ab(i,ii,iii,iv,v)
102371	ginstplattmal	Agonopterix atomella	fjäril, insekt	Art	42	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	EN	B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
100204	ängsskäreplattmal	Agonopterix bipunctosa	fjäril, insekt	Art	144	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse	VU	B2ab(i,ii,iii,iv,v)
214260	fjällskäreplattmal	Agonopterix broennoeensis	fjäril, insekt	Art	3	Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	VU	B2ab(iii)
214277	mindre bockrotsplattmal	Agonopterix capreolella	fjäril, insekt	Art	27	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B2ab(iii)
100205	strandkvanneplattmal	Agonopterix curvipunctosa	fjäril, insekt	Art	21	Havsstrand (H) - Stor betydelse	VU	B1ab(iii)+2ab(iii); D2
100206	blåklintsplattmal	Agonopterix laterella	fjäril, insekt	Art	5	Jordbrukslandskap (J) - Stor betydelse	EN	B2ab(iii)
100207	rödklintsplattmal	Agonopterix pallorella	fjäril, insekt	Art	64	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(i,ii,iii,iv)
100208	backsiljeplattmal	Agonopterix parilella	fjäril, insekt	Art	17	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	EN	B1ab(iii,iv)+2ab(iii,iv)
102372	fyrpunktsplattmal	Agonopterix quadripunctata	fjäril, insekt	Art	52	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii)
102373	harrisbladsplattmal	Agonopterix scopariella	fjäril, insekt	Art	100	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	NT	B1ac(iv)+2ac(iv)
214273	vattenmärkeplattmal	Agonopterix yeatiana	fjäril, insekt	Art	45	Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii)
102919	högnordisk blåvinge	Agriades aquilo	fjäril, insekt	Art	368	Fjäll (F) - Stor betydelse	NT	B2ac(iv); D1
100218	askpraktbagge	Agrilus convexicollis	skalbaggar, insekt	Art	53	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	B2ab(iii)
100216	rospraktbagge	Agrilus cuprescens	skalbaggar, insekt	Art	4	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	VU	B2ab(iii)
100219	spetspraktbagge	Agrilus guerini	skalbaggar, insekt	Art	78	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse	NT	B1ab(iii)+2ab(iii)
102159	bredhornad praktbagge	Agrilus laticornis	skalbaggar, insekt	Art	163	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	B2ab(iii)
100220	rönnpraktbagge	Agrilus mendax	skalbaggar, insekt	Art	31	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	EN	B2ab(iii)
100221	hasselpraktbagge	Agrilus olivicolor	skalbaggar, insekt	Art	125	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse	NT	B2ab(iii)
100222	juvelpraktbagge	Agrilus subauratus	skalbaggar, insekt	Art	12	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse	VU	B2ab(iii)
215411	svartstrimmigt gräsmott	Agriphila deliella	fjäril, insekt	Art	20	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse	VU	B2ab(ii,iii,iv)
100225	smalvingegräsmott	Agriphila poliella	fjäril, insekt	Art	8	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse	EN	B2ab(ii,iii,iv)
216047	streckbackfly	Agrochola lychnidis	fjäril, insekt	Art	213	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2c(i,iv)
1957	vedåkerskivling	Agrocybe firma	svamp	Art	6	Skog (S) - Stor betydelse	NT	D1
2955	pygméåkerskivling	Agrocybe pusiola	svamp	Art	19	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	DD	
100226	kärrmånspindel	Agroeca dentigera	palpkäke	Art	7	Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse	EN	B1ab(iii)+2ab(iii)
14	klätt	Agrostemma githago	kärlväxt	Art	2861	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	EN	B2ab(i,ii,iii,iv,v)c(iv)
100228		Agrypnia sahlbergi	nattslända, insekt	Art	0	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse	DD	
100229		Agyrtes bicolor	skalbaggar, insekt	Art	0	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	DD	
16	vittåtel	Aira caryophyllea	kärlväxt	Art	2804	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii,iv)
17	kritsuga	Ajuga genevensis	kärlväxt	Art	349	Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	CR	B1ab(i,iii,v)+2ab(i,iii,v)
232138	gul lammticka	Albatrellus citrinus	svamp	Art	760	Skog (S) - Stor betydelse	VU	A2c+3c+4c
19	grönticka	Albatrellus cristatus	svamp	Art	122	Skog (S) - Stor betydelse	EN	D
1958	lammticka	Albatrellus subrubescens	svamp	Art	675	Skog (S) - Stor betydelse	VU	A2c+3c+4c; C2a(i)
100004	kungsfiskare	Alcedo atthis	fågel	Art	63052	Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse	VU	D1
1848	norddaggkåpa	Alchemilla borealis	kärlväxt	Art	143	Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse	NT	B2a
20	sjuhörnig daggkåpa	Alchemilla heptagona	kärlväxt	Art	269	Jordbrukslandskap (J) - Stor betydelse	VU	B2ab(i,ii,iii,iv,v)
22	skarptandad daggkåpa	Alchemilla oxyodonta	kärlväxt	Art	307	Jordbrukslandskap (J) - Stor betydelse	EN	B2ab(ii,iii,iv,v); C2a(i)
222954	trubbdaggkåpa	Alchemilla plicata	kärlväxt	Art	2731	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse	VU	A2bc
21	stubbdaggkåpa	Alchemilla samuelssonii	kärlväxt	Art	509	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse	VU	B2ab(ii,iii,iv,v)
1849	tärnadaggkåpa	Alchemilla taernaënsis	kärlväxt	Art	88	Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	NT	B1a+2a; D1
24	kustdaggkåpa	Alchemilla xanthochlora	kärlväxt	Art	390	Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse	VU	B2ab(ii,iii,iv,v)
100230	skägglavmätare	Alcis jubata	fjäril, insekt	Art	318	Skog (S) - Stor betydelse	VU	B2ab(ii,iii,iv,v)c(iv)
218204	fläckhjärtlösing	Alderia modesta	blötdjur	Art	37	Brackvatten (B) - Stor betydelse, Marin miljö (M) - Har betydelse	DD	
6425	garnlav	Alectoria sarmentosa	svamp, lav	Art	62388	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	A2bc+3c+4c
104623		Aleochara binotata	skalbaggar, insekt	Art	65	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2b(iii)
104620		Aleochara laevigata	skalbaggar, insekt	Art	24	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2b(iii)
100232		Aleochara lygaea	skalbaggar, insekt	Art	6	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	NT	B2ab(iii)
104607		Aleochara moesta	skalbaggar, insekt	Art	3	Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse	DD	
100233		Aleochara spissicornis	skalbaggar, insekt	Art	10	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2ab(iii)
104624		Aleochara verna	skalbaggar, insekt	Art	31	Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2b(iii)
100234		Alevonota gracilenta	skalbaggar, insekt	Art	18	Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse	NT	B2b(iii)
100235		Alevonota rufotestacea	skalbaggar, insekt	Art	5	Skog (S) - Stor betydelse	DD	
100452	tvåtandad spolsnäcka	Alinda biplicata	blötdjur	Art	59	Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse	NT	B2a
28	grässvalting	Alisma gramineum	kärlväxt	Art	3	Sötvatten (L) - Stor betydelse	RE	
30	småsvalting	Alisma wahlenbergii	kärlväxt	Art	1264	Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse	NT	B2a
227448		Alkmaria romijni	mask	Art	312	Brackvatten (B) - Stor betydelse	NT	B2a; D2
100236	gulbent kamklobagge	Allecula morio	skalbaggar, insekt	Art	1047	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse	NT	B2ab(iii)
100237	mörkbent kamklobagge	Allecula rhenana	skalbaggar, insekt	Art	76	Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse	VU	B2ab(iii)
31	rosenlök	Allium carinatum	kärlväxt	Art	634	Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse	NT	B2a
32	klipplök	Allium lineare	kärlväxt	Art	1776	Jordbrukslandskap (J) - Stor betydelse	EN	B1ab(iii,v)
